file_name,objective,runtime_seconds
hardness_halfcap_sorted_n2000_B100_classes5_seed2042.out,1000.0,432.5364000797272
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_x__seed1360_nonlin.out,1000.0,7.331229209899902
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_x__seed2860_nonlin.out,1000.0,6.854436874389648
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_x__seed3091_nonlin.out,1000.0,78.45619893074036
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_x__seed3864_nonlin.out,1000.0,7.039638996124268
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_x__seed6421_nonlin.out,1000.0,111.2251501083374
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_x__seed6884_nonlin.out,1000.0,7.06738018989563
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_x__seed7751_nonlin.out,1000.0,103.60358500480652
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_x__seed8128_nonlin.out,1000.0,98.11416697502136
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_x__seed8450_nonlin.out,1000.0,124.02280187606812
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_x__seed8749_nonlin.out,1000.0,89.1778769493103
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_y__seed2572_nonlin.out,1000.0,131.565012216568
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_y__seed2825_nonlin.out,1000.0,156.41855001449585
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_y__seed3564_nonlin.out,1000.0,102.60825085639954
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_y__seed3825_nonlin.out,1000.0,90.44626688957214
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_y__seed4396_nonlin.out,1000.0,116.00578188896179
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_y__seed6800_nonlin.out,1000.0,136.86952805519104
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_y__seed6870_nonlin.out,1000.0,7.0890069007873535
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_y__seed7282_nonlin.out,1000.0,7.088885068893433
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_y__seed8737_nonlin.out,1000.0,92.14151787757874
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_y__seed8931_nonlin.out,1000.0,7.126134872436523
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_mixed__seed2803_nonlin.out,1000.0,7.100430965423584
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_mixed__seed4420_nonlin.out,1000.0,7.070204019546509
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_mixed__seed4735_nonlin.out,1000.0,16.321712017059326
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_mixed__seed4899_nonlin.out,1000.0,6.987987995147705
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_mixed__seed5916_nonlin.out,1000.0,7.19837498664856
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_mixed__seed6754_nonlin.out,1000.0,7.2097008228302
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_mixed__seed6940_nonlin.out,1000.0,14.910656213760376
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_mixed__seed7557_nonlin.out,1000.0,7.328845024108887
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_mixed__seed8881_nonlin.out,1000.0,7.053256034851074
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_mixed__seed8906_nonlin.out,1000.0,14.624989032745361
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_only_xs__seed2358_nonlin.out,1000.0,7.396326065063477
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_only_xs__seed2996_nonlin.out,1000.0,7.21757698059082
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_only_xs__seed3017_nonlin.out,1000.0,7.088083982467651
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_only_xs__seed3999_nonlin.out,1000.0,7.071445941925049
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_only_xs__seed4360_nonlin.out,1000.0,7.09427285194397
