filename,status,objective,gap,work_units,runtime_seconds,initial_gap,simplex_iters,nodes
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_pure_linear_x_and_y__seed6837.out,Optimal solution found,1.000000000000e+03,0.0000%,310.37,144.80,35.1%,106444,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__numerous_vars_few_perms_linear_y__seed6348.out,Optimal solution found,1.000000000000e+03,0.0000%,16.01,10.83,0.00%,77068,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_y__seed2825.out,Optimal solution found,1.000000000000e+03,0.0000%,234.20,120.48,0.34%,98452,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_only_ys__seed7834.out,Optimal solution found,1.000000000000e+03,0.0000%,6.37,5.81,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_only_xs__seed4478.out,Optimal solution found,1.000000000000e+03,0.0000%,25.42,13.74,0.00%,94745,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_separate__seed4162.out,Optimal solution found,1.000000000000e+03,0.0000%,7.62,6.25,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_separate__seed9426.out,Optimal solution found,1.000000000000e+03,0.0000%,7.51,6.16,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_linear_x__seed3189.out,Optimal solution found,1.000000000000e+03,0.0000%,228.32,110.45,0.44%,91539,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_pure_linear_only_x__seed3458.out,Optimal solution found,1.000000000000e+03,0.0000%,213.82,118.16,35.1%,105382,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_separate__seed4100.out,Optimal solution found,1.000000000000e+03,0.0000%,7.51,6.10,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_linear_x__seed7816.out,Optimal solution found,1.000000000000e+03,0.0000%,101.45,52.42,1.22%,101725,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_separate__seed1589.out,Optimal solution found,1.000000000000e+03,0.0000%,331.53,177.21,1.90%,109740,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_linear_y__seed5292.out,Optimal solution found,1.000000000000e+03,0.0000%,188.83,104.83,0.24%,97071,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_linear_y__seed9174.out,Optimal solution found,1.000000000000e+03,0.0000%,142.80,83.51,1.13%,101849,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_mixed__seed6359.out,Optimal solution found,1.000000000000e+03,0.0000%,8.95,7.03,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_pure_linear_only_x__seed9302.out,Optimal solution found,1.000000000000e+03,0.0000%,1660.27,921.80,35.1%,3527557,176
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_only_ys__seed3616.out,Optimal solution found,1.000000000000e+03,0.0000%,197.32,109.85,3.70%,104554,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_separate__seed1468.out,Optimal solution found,1.000000000000e+03,0.0000%,7.51,6.14,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_only_ys__seed4654.out,Optimal solution found,1.000000000000e+03,0.0000%,6.37,5.88,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_mixed__seed4420.out,Optimal solution found,1.000000000000e+03,0.0000%,7.63,6.23,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_linear_y__seed4068.out,Optimal solution found,1.000000000000e+03,0.0000%,175.63,99.57,0.93%,113193,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_linear_x__seed5897.out,Optimal solution found,1.000000000000e+03,0.0000%,116.73,60.39,0.34%,97737,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_mixed__seed1495.out,Optimal solution found,1.000000000000e+03,0.0000%,25.25,13.33,0.00%,105009,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_x__seed8450.out,Optimal solution found,1.000000000000e+03,0.0000%,204.37,103.56,0.14%,97410,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_mixed__seed7654.out,Optimal solution found,1.000000000000e+03,0.0000%,9.03,7.03,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_pure_linear_only_x__seed7976.out,Optimal solution found,1.000000000000e+03,0.0000%,788.11,967.76,35.0%,1286327,56
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_pure_linear_x_and_y__seed6612.out,Optimal solution found,1.000000000000e+03,0.0000%,797.31,377.17,35.0%,1673445,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_only_ys__seed9731.out,Optimal solution found,1.000000000000e+03,0.0000%,6.52,6.11,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_pure_linear_only_y__seed3934.out,Optimal solution found,1.000000000000e+03,0.0000%,851.71,472.40,33.2%,2094266,391
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_pure_linear_only_y__seed6801.out,Optimal solution found,1.000000000000e+03,0.0000%,1012.12,562.41,33.8%,2422519,342
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_separate__seed7742.out,Optimal solution found,1.000000000000e+03,0.0000%,7.51,6.14,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_only_xs__seed1517.out,Optimal solution found,1.000000000000e+03,0.0000%,19.49,11.38,0.00%,93103,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_pure_linear_only_y__seed1001.out,Optimal solution found,1.000000000000e+03,0.0000%,1127.49,593.99,33.3%,3548460,595
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_mixed__seed6927.out,Optimal solution found,1.000000000000e+03,0.0000%,7.52,6.17,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_linear_x__seed8008.out,Optimal solution found,1.000000000000e+03,0.0000%,161.51,85.77,0.44%,125463,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_pure_linear_x_and_y__seed4526.out,Optimal solution found,1.000000000000e+03,0.0000%,998.31,472.65,34.9%,1529254,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_mixed__seed2755.out,Optimal solution found,1.000000000000e+03,0.0000%,8.01,6.71,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_only_xs__seed4360.out,Optimal solution found,1.000000000000e+03,0.0000%,7.53,6.05,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_only_xs__seed9284.out,Optimal solution found,1.000000000000e+03,0.0000%,8.94,7.00,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_mixed__seed2219.out,Optimal solution found,1.000000000000e+03,0.0000%,8.00,6.66,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_only_xs__seed4549.out,Optimal solution found,1.000000000000e+03,0.0000%,236.31,127.22,1.81%,94118,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_only_xs__seed1166.out,Optimal solution found,1.000000000000e+03,0.0000%,7.66,6.64,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_mixed__seed6686.out,Optimal solution found,1.000000000000e+03,0.0000%,7.53,6.07,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042.out,Optimal solution found,1.000000000000e+03,0.0000%,204.64,117.26,35.1%,137316,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_pure_linear_only_y__seed6830.out,Optimal solution found,1.000000000000e+03,0.0000%,1386.06,800.07,33.6%,6352302,1383
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_separate__seed2880.out,Optimal solution found,1.000000000000e+03,0.0000%,7.64,6.50,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_pure_linear_only_x__seed3260.out,Optimal solution found,1.000000000000e+03,0.0000%,696.05,376.72,35.1%,1138251,27
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_only_ys__seed9915.out,Optimal solution found,1.000000000000e+03,0.0000%,212.62,127.20,4.89%,87814,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_separate__seed1378.out,Optimal solution found,1.000000000000e+03,0.0000%,7.72,6.57,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_only_xs__seed7091.out,Optimal solution found,1.000000000000e+03,0.0000%,7.53,6.06,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_mixed__seed2422.out,Optimal solution found,1.000000000000e+03,0.0000%,7.96,6.71,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_mixed__seed8053.out,Optimal solution found,1.000000000000e+03,0.0000%,24.55,13.10,0.00%,100886,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_separate__seed3831.out,Optimal solution found,1.000000000000e+03,0.0000%,7.53,6.11,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_pure_linear_only_x__seed3172.out,Optimal solution found,1.000000000000e+03,0.0000%,979.78,565.45,35.1%,1501163,152
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_pure_linear_only_x__seed4877.out,Optimal solution found,1.000000000000e+03,0.0000%,580.11,308.31,35.0%,119962,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_x__seed3864.out,Optimal solution found,1.000000000000e+03,0.0000%,6.37,5.80,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_separate__seed1001.out,Optimal solution found,1.000000000000e+03,0.0000%,7.53,6.10,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_pure_linear_only_y__seed3131.out,Optimal solution found,1.000000000000e+03,0.0000%,1509.20,770.95,33.2%,1670148,2433
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_pure_linear_only_y__seed9671.out,Optimal solution found,1.000000000000e+03,0.0000%,1254.46,642.15,34.9%,683404,1388
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_pure_linear_x_and_y__seed8983.out,Optimal solution found,1.000000000000e+03,0.0000%,304.73,164.22,35.1%,99584,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__numerous_vars_few_perms_linear_y__seed9841.out,Optimal solution found,1.000000000000e+03,0.0000%,8.68,7.53,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_mixed__seed4455.out,Optimal solution found,1.000000000000e+03,0.0000%,7.86,6.47,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_only_ys__seed7726.out,Optimal solution found,1.000000000000e+03,0.0000%,6.37,5.74,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_mixed__seed5916.out,Optimal solution found,1.000000000000e+03,0.0000%,7.63,6.07,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_only_ys__seed4429.out,Optimal solution found,1.000000000000e+03,0.0000%,6.37,5.75,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_y__seed6870.out,Optimal solution found,1.000000000000e+03,0.0000%,7.53,6.07,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_linear_x__seed5819.out,Optimal solution found,1.000000000000e+03,0.0000%,118.30,80.05,5.16%,121133,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_only_ys__seed7735.out,Optimal solution found,1.000000000000e+03,0.0000%,276.18,145.76,1.03%,106266,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_separate__seed3237.out,Optimal solution found,1.000000000000e+03,0.0000%,8.13,6.69,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_x__seed7751.out,Optimal solution found,1.000000000000e+03,0.0000%,160.87,83.52,0.14%,115345,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_pure_linear_only_y__seed3571.out,Optimal solution found,1.000000000000e+03,0.0000%,1110.05,533.36,35.0%,1315568,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_pure_linear_only_x__seed5640.out,Optimal solution found,1.000000000000e+03,0.0000%,275.83,139.79,35.1%,92961,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_separate__seed1189.out,Optimal solution found,1.000000000000e+03,0.0000%,7.63,6.28,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_linear_x__seed4737.out,Optimal solution found,1.000000000000e+03,0.0000%,169.30,101.80,8.96%,89516,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_linear_x__seed4938.out,Optimal solution found,1.000000000000e+03,0.0000%,113.61,74.80,8.71%,114634,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_separate__seed5454.out,Optimal solution found,1.000000000000e+03,0.0000%,325.38,172.85,2.57%,105521,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_x__seed3091.out,Optimal solution found,1.000000000000e+03,0.0000%,105.17,56.10,0.14%,122457,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_linear_x__seed6054.out,Optimal solution found,1.000000000000e+03,0.0000%,115.25,71.50,7.87%,107307,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_only_ys__seed1865.out,Optimal solution found,1.000000000000e+03,0.0000%,26.45,15.51,0.00%,107203,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_pure_linear_only_x__seed5555.out,Optimal solution found,1.000000000000e+03,0.0000%,304.64,147.66,35.1%,119582,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_mixed__seed1262.out,Optimal solution found,1.000000000000e+03,0.0000%,24.28,13.56,0.00%,74482,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_pure_linear_only_y__seed5702.out,Optimal solution found,1.000000000000e+03,0.0000%,1417.88,670.72,35.0%,2443873,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_pure_linear_only_x__seed2799.out,Optimal solution found,1.000000000000e+03,0.0000%,244.48,127.13,35.1%,114201,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_y__seed8737.out,Optimal solution found,1.000000000000e+03,0.0000%,151.17,78.02,0.14%,117240,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_linear_x__seed1896.out,Optimal solution found,1.000000000000e+03,0.0000%,145.08,89.62,1.03%,104592,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_separate__seed9002.out,Optimal solution found,1.000000000000e+03,0.0000%,7.50,6.17,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_only_xs__seed9949.out,Optimal solution found,1.000000000000e+03,0.0000%,7.50,6.05,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_mixed__seed6119.out,Optimal solution found,1.000000000000e+03,0.0000%,16.41,10.48,0.00%,104396,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_only_ys__seed9060.out,Optimal solution found,1.000000000000e+03,0.0000%,6.54,6.10,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_x__seed6884.out,Optimal solution found,1.000000000000e+03,0.0000%,6.37,5.76,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_mixed__seed4518.out,Optimal solution found,1.000000000000e+03,0.0000%,7.88,6.70,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_pure_linear_only_y__seed1383.out,Optimal solution found,1.000000000000e+03,0.0000%,1190.49,648.41,33.7%,2866153,1066
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_pure_linear_x_and_y__seed5456.out,Optimal solution found,1.000000000000e+03,0.0000%,1008.88,493.62,35.1%,1392044,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_only_ys__seed1368.out,Optimal solution found,1.000000000000e+03,0.0000%,160.96,90.08,0.64%,95783,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_pure_linear_x_and_y__seed7384.out,Optimal solution found,1.000000000000e+03,0.0000%,333.16,159.94,35.0%,108200,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_only_xs__seed9081.out,Optimal solution found,1.000000000000e+03,0.0000%,9.01,7.08,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_only_ys__seed3147.out,Optimal solution found,1.000000000000e+03,0.0000%,190.72,100.17,0.44%,91314,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_only_ys__seed1220.out,Optimal solution found,1.000000000000e+03,0.0000%,202.70,115.01,0.83%,80501,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_only_xs__seed3948.out,Optimal solution found,1.000000000000e+03,0.0000%,182.58,96.41,0.54%,87443,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__numerous_vars_few_perms_linear_y__seed8811.out,Optimal solution found,1.000000000000e+03,0.0000%,22.68,13.46,0.00%,74817,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_x__seed8128.out,Optimal solution found,1.000000000000e+03,0.0000%,155.89,77.43,0.14%,123257,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_only_xs__seed4379.out,Optimal solution found,1.000000000000e+03,0.0000%,7.70,6.46,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_linear_x__seed2806.out,Optimal solution found,1.000000000000e+03,0.0000%,119.47,70.50,1.13%,94827,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_pure_linear_only_y__seed5603.out,Optimal solution found,1.000000000000e+03,0.0000%,1161.11,605.27,34.5%,2577096,583
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_mixed__seed7007.out,Optimal solution found,1.000000000000e+03,0.0000%,7.91,6.70,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_mixed__seed6940.out,Optimal solution found,1.000000000000e+03,0.0000%,6.80,6.07,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_only_xs__seed3999.out,Optimal solution found,1.000000000000e+03,0.0000%,7.53,6.05,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_only_ys__seed5542.out,Optimal solution found,1.000000000000e+03,0.0000%,6.37,5.83,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_only_xs__seed6305.out,Optimal solution found,1.000000000000e+03,0.0000%,7.50,6.11,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_only_xs__seed9338.out,Optimal solution found,1.000000000000e+03,0.0000%,7.60,6.24,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_pure_linear_x_and_y__seed8590.out,Optimal solution found,1.000000000000e+03,0.0000%,1106.83,676.75,33.1%,5663077,1077
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_mixed__seed6133.out,Optimal solution found,1.000000000000e+03,0.0000%,7.86,6.68,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_pure_linear_only_y__seed7257.out,Optimal solution found,1.000000000000e+03,0.0000%,733.90,367.18,33.8%,36774,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_only_xs__seed7939.out,Optimal solution found,1.000000000000e+03,0.0000%,8.82,6.83,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_only_xs__seed6816.out,Optimal solution found,1.000000000000e+03,0.0000%,7.69,6.38,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_pure_linear_only_y__seed1511.out,Optimal solution found,1.000000000000e+03,0.0000%,1087.89,549.89,34.5%,2101159,352
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_only_xs__seed8704.out,Optimal solution found,1.000000000000e+03,0.0000%,7.51,6.25,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_mixed__seed3329.out,Optimal solution found,1.000000000000e+03,0.0000%,7.69,6.32,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_pure_linear_x_and_y__seed2409.out,Optimal solution found,1.000000000000e+03,0.0000%,1187.15,705.99,33.1%,2191115,110
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_only_xs__seed4824.out,Optimal solution found,1.000000000000e+03,0.0000%,7.50,6.10,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_only_xs__seed2996.out,Optimal solution found,1.000000000000e+03,0.0000%,7.53,6.05,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_only_xs__seed4099.out,Optimal solution found,1.000000000000e+03,0.0000%,229.32,128.41,1.90%,94566,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_mixed__seed8881.out,Optimal solution found,1.000000000000e+03,0.0000%,7.53,6.06,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_separate__seed2556.out,Optimal solution found,1.000000000000e+03,0.0000%,7.53,6.02,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__numerous_vars_few_perms_linear_y__seed3856.out,Optimal solution found,1.000000000000e+03,0.0000%,17.00,11.28,0.00%,88527,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_only_ys__seed5591.out,Optimal solution found,1.000000000000e+03,0.0000%,280.80,155.34,4.34%,100169,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_only_xs__seed7226.out,Optimal solution found,1.000000000000e+03,0.0000%,7.53,6.06,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_linear_y__seed3032.out,Optimal solution found,1.000000000000e+03,0.0000%,105.17,78.98,1.22%,102533,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_pure_linear_only_y__seed9913.out,Optimal solution found,1.000000000000e+03,0.0000%,1086.03,617.00,32.7%,2106323,49
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_y__seed3564.out,Optimal solution found,1.000000000000e+03,0.0000%,164.24,88.31,0.14%,106420,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_pure_linear_only_y__seed9941.out,Optimal solution found,1.000000000000e+03,0.0000%,197.08,101.73,35.0%,126000,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_pure_linear_x_and_y__seed8944.out,Optimal solution found,1.000000000000e+03,0.0000%,193.47,108.21,35.0%,102650,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_x__seed8749.out,Optimal solution found,1.000000000000e+03,0.0000%,148.92,85.40,0.14%,114182,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_pure_linear_x_and_y__seed8506.out,Optimal solution found,1.000000000000e+03,0.0000%,243.54,122.72,35.0%,95825,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_pure_linear_only_x__seed3148.out,Optimal solution found,1.000000000000e+03,0.0000%,751.63,395.05,35.1%,600220,132
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_separate__seed4662.out,Optimal solution found,1.000000000000e+03,0.0000%,252.42,140.40,5.61%,101707,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_pure_linear_x_and_y__seed4535.out,Optimal solution found,1.000000000000e+03,0.0000%,684.50,388.66,32.9%,1099969,41
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_pure_linear_x_and_y__seed8694.out,Optimal solution found,1.000000000000e+03,0.0000%,852.01,469.26,32.9%,1877833,37
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_pure_linear_x_and_y__seed5220.out,Optimal solution found,1.000000000000e+03,0.0000%,365.17,175.72,35.1%,129525,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_mixed__seed7557.out,Optimal solution found,1.000000000000e+03,0.0000%,7.63,6.21,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_separate__seed8528.out,Optimal solution found,1.000000000000e+03,0.0000%,315.85,170.09,3.51%,107954,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_linear_y__seed9377.out,Optimal solution found,1.000000000000e+03,0.0000%,255.92,137.21,0.64%,121372,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_y__seed4396.out,Optimal solution found,1.000000000000e+03,0.0000%,165.13,89.82,0.24%,121580,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_pure_linear_only_x__seed3348.out,Optimal solution found,1.000000000000e+03,0.0000%,1135.97,632.75,35.1%,3973890,1701
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_pure_linear_only_x__seed8991.out,Optimal solution found,1.000000000000e+03,0.0000%,416.84,204.28,35.1%,100725,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_pure_linear_x_and_y__seed3492.out,Optimal solution found,1.000000000000e+03,0.0000%,398.35,180.89,35.1%,94383,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_only_ys__seed8495.out,Optimal solution found,1.000000000000e+03,0.0000%,6.55,6.10,0.00%,0,1
