filename,status,objective,gap,work_units,runtime_seconds,initial_gap,simplex_iters,nodes
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_pure_linear_only_y__seed7588.out,Optimal solution found,1.000000000000e+03,0.0000%,1153.64,638.70,33.8%,2347558,163
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_pure_linear_only_x__seed1820.out,Optimal solution found,1.000000000000e+03,0.0000%,193.53,99.55,35.1%,127627,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_only_ys__seed4514.out,Optimal solution found,1.000000000000e+03,0.0000%,6.60,6.29,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_pure_linear_x_and_y__seed9663.out,Optimal solution found,1.000000000000e+03,0.0000%,208.33,118.49,34.9%,97001,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_pure_linear_x_and_y__seed2375.out,Optimal solution found,1.000000000000e+03,0.0000%,206.33,103.76,35.0%,102389,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_x__seed1360.out,Optimal solution found,1.000000000000e+03,0.0000%,7.54,6.27,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_pure_linear_only_y__seed1152.out,Optimal solution found,1.000000000000e+03,0.0000%,1078.81,517.67,35.0%,1298010,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_only_xs__seed2755.out,Optimal solution found,1.000000000000e+03,0.0000%,8.91,7.03,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_mixed__seed2803.out,Optimal solution found,1.000000000000e+03,0.0000%,7.73,6.24,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_linear_x__seed9848.out,Optimal solution found,1.000000000000e+03,0.0000%,136.82,67.00,0.54%,100766,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_pure_linear_only_y__seed1509.out,Optimal solution found,1.000000000000e+03,0.0000%,204.64,110.98,35.1%,137316,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_only_ys__seed5982.out,Optimal solution found,1.000000000000e+03,0.0000%,312.91,166.82,2.00%,105217,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_pure_linear_only_y__seed2746.out,Optimal solution found,1.000000000000e+03,0.0000%,1110.16,608.76,34.0%,3422524,789
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_pure_linear_x_and_y__seed1406.out,Optimal solution found,1.000000000000e+03,0.0000%,193.73,98.38,34.8%,95430,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_pure_linear_x_and_y__seed6895.out,Optimal solution found,1.000000000000e+03,0.0000%,1179.39,715.17,33.4%,1898959,176
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_pure_linear_x_and_y__seed9754.out,Optimal solution found,1.000000000000e+03,0.0000%,1135.37,685.95,33.0%,3412685,1057
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_pure_linear_only_x__seed5549.out,Optimal solution found,1.000000000000e+03,0.0000%,218.80,112.58,35.1%,123913,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_only_xs__seed6734.out,Optimal solution found,1.000000000000e+03,0.0000%,7.53,6.06,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_only_ys__seed4256.out,Optimal solution found,9.999999999950e+02,0.0000%,348.31,202.17,4.53%,38463,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_separate__seed9957.out,Optimal solution found,1.000000000000e+03,0.0000%,7.62,6.35,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_pure_linear_only_x__seed6322.out,Optimal solution found,1.000000000000e+03,0.0000%,722.46,346.18,35.1%,163163,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_linear_y__seed4541.out,Optimal solution found,1.000000000000e+03,0.0000%,132.29,76.42,0.73%,97613,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_pure_linear_only_x__seed6300.out,Optimal solution found,1.000000000000e+03,0.0000%,1056.24,629.21,35.1%,4012532,1243
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_linear_y__seed6853.out,Optimal solution found,1.000000000000e+03,0.0000%,242.93,126.53,0.64%,99729,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_linear_x__seed4239.out,Optimal solution found,1.000000000000e+03,0.0000%,169.14,109.94,5.43%,118004,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_linear_x__seed4566.out,Optimal solution found,1.000000000000e+03,0.0000%,115.63,68.74,0.93%,93280,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_separate__seed7204.out,Optimal solution found,1.000000000000e+03,0.0000%,7.63,6.35,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_linear_y__seed8030.out,Optimal solution found,1.000000000000e+03,0.0000%,192.51,110.13,1.52%,101343,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_pure_linear_x_and_y__seed5488.out,Optimal solution found,1.000000000000e+03,0.0000%,222.83,118.24,35.0%,98145,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_linear_y__seed3830.out,Optimal solution found,1.000000000000e+03,0.0000%,126.13,74.84,1.22%,98851,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_pure_linear_only_y__seed5733.out,Optimal solution found,1.000000000000e+03,0.0000%,385.43,195.46,34.6%,123339,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_linear_y__seed7387.out,Optimal solution found,1.000000000000e+03,0.0000%,179.39,97.53,0.44%,102322,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_linear_x__seed2554.out,Optimal solution found,1.000000000000e+03,0.0000%,123.50,71.48,0.24%,89216,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_only_ys__seed8683.out,Optimal solution found,1.000000000000e+03,0.0000%,6.37,5.74,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_mixed__seed5181.out,Optimal solution found,1.000000000000e+03,0.0000%,170.69,105.55,1.52%,106205,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_separate__seed6777.out,Optimal solution found,1.000000000000e+03,0.0000%,7.51,6.15,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_linear_x__seed5287.out,Optimal solution found,1.000000000000e+03,0.0000%,131.49,76.25,0.73%,103581,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_pure_linear_only_x__seed9331.out,Optimal solution found,1.000000000000e+03,0.0000%,835.81,475.15,35.1%,392389,30
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_only_ys__seed7147.out,Optimal solution found,1.000000000000e+03,0.0000%,143.06,81.82,1.13%,103458,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_pure_linear_x_and_y__seed7029.out,Optimal solution found,1.000000000000e+03,0.0000%,207.60,106.20,34.9%,116566,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_pure_linear_only_x__seed8102.out,Optimal solution found,1.000000000000e+03,0.0000%,1066.56,584.64,35.0%,4853900,1083
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_only_xs__seed1173.out,Optimal solution found,1.000000000000e+03,0.0000%,7.51,6.10,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_x__seed6421.out,Optimal solution found,1.000000000000e+03,0.0000%,166.08,88.67,0.14%,100533,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_x__seed2860.out,Optimal solution found,1.000000000000e+03,0.0000%,6.37,5.74,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_only_ys__seed6479.out,Optimal solution found,1.000000000000e+03,0.0000%,275.10,141.76,1.42%,104066,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_separate__seed9096.out,Optimal solution found,1.000000000000e+03,0.0000%,7.51,6.25,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_y__seed7282.out,Optimal solution found,1.000000000000e+03,0.0000%,7.63,6.23,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_pure_linear_x_and_y__seed5022.out,,,0.0999%,1808.96,1259.73,33.1%,2014327,931
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_pure_linear_only_x__seed4947.out,Optimal solution found,1.000000000000e+03,0.0000%,1022.56,590.59,35.1%,3008747,208
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_mixed__seed5296.out,Optimal solution found,1.000000000000e+03,0.0000%,7.63,6.41,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_only_xs__seed9671.out,Optimal solution found,1.000000000000e+03,0.0000%,7.51,6.11,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_pure_linear_x_and_y__seed3282.out,Optimal solution found,1.000000000000e+03,0.0000%,1498.01,944.84,32.3%,7451666,1665
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__numerous_vars_few_perms_linear_y__seed1901.out,Optimal solution found,1.000000000000e+03,0.0000%,21.94,13.28,0.00%,90689,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_pure_linear_only_y__seed9658.out,Optimal solution found,1.000000000000e+03,0.0000%,1214.76,710.97,32.8%,2826764,129
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_pure_linear_only_y__seed7801.out,Optimal solution found,1.000000000000e+03,0.0000%,213.23,114.22,35.0%,108285,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_mixed__seed4735.out,Optimal solution found,1.000000000000e+03,0.0000%,27.58,14.68,0.00%,92051,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_pure_linear_x_and_y__seed8047.out,Optimal solution found,1.000000000000e+03,0.0000%,1010.70,487.30,35.1%,2275741,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_only_xs__seed1005.out,Optimal solution found,1.000000000000e+03,0.0000%,169.13,77.39,0.14%,82050,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_pure_linear_x_and_y__seed2218.out,Optimal solution found,1.000000000000e+03,0.0000%,356.98,161.86,35.0%,122518,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_pure_linear_only_y__seed2067.out,Optimal solution found,1.000000000000e+03,0.0000%,355.09,177.97,34.3%,119615,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_pure_linear_only_x__seed4168.out,Optimal solution found,1.000000000000e+03,0.0000%,215.60,109.89,35.1%,100581,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_pure_linear_x_and_y__seed4517.out,Optimal solution found,1.000000000000e+03,0.0000%,296.80,149.09,34.9%,118259,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_pure_linear_only_y__seed2488.out,Optimal solution found,1.000000000000e+03,0.0000%,320.79,156.38,34.8%,104881,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_pure_linear_only_y__seed1172.out,Optimal solution found,1.000000000000e+03,0.0000%,1464.01,834.42,32.7%,4086552,1097
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_mixed__seed8906.out,Optimal solution found,1.000000000000e+03,0.0000%,25.30,13.77,0.00%,102512,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_mixed__seed9069.out,Optimal solution found,1.000000000000e+03,0.0000%,7.74,6.51,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_linear_y__seed7099.out,Optimal solution found,1.000000000000e+03,0.0000%,194.49,105.16,0.83%,104302,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_only_ys__seed2376.out,Optimal solution found,1.000000000000e+03,0.0000%,6.49,6.09,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_mixed__seed4899.out,Optimal solution found,1.000000000000e+03,0.0000%,7.63,6.22,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_pure_linear_x_and_y__seed5921.out,Optimal solution found,1.000000000000e+03,0.0000%,187.40,104.66,35.0%,123231,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_pure_linear_x_and_y__seed7585.out,Optimal solution found,1.000000000000e+03,0.0000%,302.70,148.93,34.9%,97795,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_only_ys__seed5564.out,Optimal solution found,1.000000000000e+03,0.0000%,6.37,5.74,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_pure_linear_only_y__seed3595.out,Optimal solution found,1.000000000000e+03,0.0000%,1130.21,525.55,34.9%,1233866,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_separate__seed2391.out,Optimal solution found,1.000000000000e+03,0.0000%,7.61,6.32,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_separate__seed8723.out,Optimal solution found,1.000000000000e+03,0.0000%,7.75,6.50,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_pure_linear_only_x__seed5572.out,Optimal solution found,1.000000000000e+03,0.0000%,196.36,107.63,35.1%,133159,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_pure_linear_x_and_y__seed8633.out,Optimal solution found,1.000000000000e+03,0.0000%,344.17,162.87,34.8%,119406,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_linear_y__seed6580.out,Optimal solution found,1.000000000000e+03,0.0000%,162.90,89.97,0.93%,94546,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_linear_y__seed4610.out,Optimal solution found,1.000000000000e+03,0.0000%,264.39,134.25,0.54%,16376,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__numerous_vars_few_perms_linear_y__seed6575.out,Optimal solution found,1.000000000000e+03,0.0000%,201.10,119.00,1.42%,118464,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_only_xs__seed4816.out,Optimal solution found,1.000000000000e+03,0.0000%,7.53,6.06,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_separate__seed6799.out,Optimal solution found,1.000000000000e+03,0.0000%,7.63,6.08,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_pure_linear_x_and_y__seed5707.out,Optimal solution found,1.000000000000e+03,0.0000%,229.52,123.65,35.1%,133458,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_only_ys__seed3204.out,Optimal solution found,1.000000000000e+03,0.0000%,6.37,5.73,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_separate__seed4787.out,Optimal solution found,1.000000000000e+03,0.0000%,17.05,11.42,0.00%,82965,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_pure_linear_x_and_y__seed9683.out,Optimal solution found,1.000000000000e+03,0.0000%,1554.73,980.47,32.5%,7833843,1611
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_pure_linear_only_x__seed4760.out,Optimal solution found,1.000000000000e+03,0.0000%,744.66,399.28,35.1%,1544150,37
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_pure_linear_only_x__seed8895.out,Optimal solution found,1.000000000000e+03,0.0000%,839.15,475.09,35.1%,1880229,34
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_only_xs__seed3017.out,Optimal solution found,1.000000000000e+03,0.0000%,7.53,6.06,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_pure_linear_only_y__seed2352.out,Optimal solution found,1.000000000000e+03,0.0000%,1517.95,779.74,32.3%,4208634,838
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_linear_x__seed7585.out,Optimal solution found,1.000000000000e+03,0.0000%,143.70,86.19,7.53%,133386,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_pure_linear_only_x__seed2271.out,Optimal solution found,1.000000000000e+03,0.0000%,935.49,555.91,35.1%,1511487,92
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_mixed__seed4990.out,Optimal solution found,1.000000000000e+03,0.0000%,14.93,10.33,0.00%,85458,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_linear_y__seed3368.out,Optimal solution found,1.000000000000e+03,0.0000%,187.25,107.42,0.44%,107952,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_mixed__seed6188.out,Optimal solution found,1.000000000000e+03,0.0000%,241.29,125.79,1.22%,98510,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_pure_linear_x_and_y__seed8570.out,Optimal solution found,1.000000000000e+03,0.0000%,236.59,120.12,34.9%,104942,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_y__seed2572.out,Optimal solution found,1.000000000000e+03,0.0000%,166.72,95.30,0.34%,126602,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_pure_linear_only_y__seed6025.out,Optimal solution found,1.000000000000e+03,0.0000%,1353.57,783.59,33.4%,5912541,1545
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_only_ys__seed2926.out,Optimal solution found,1.000000000000e+03,0.0000%,6.52,6.03,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_pure_linear_only_y__seed4303.out,Optimal solution found,1.000000000000e+03,0.0000%,841.17,405.40,34.5%,40681,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_pure_linear_only_x__seed2918.out,Optimal solution found,1.000000000000e+03,0.0000%,1299.24,730.85,35.1%,3482468,605
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_pure_linear_only_x__seed6500.out,Optimal solution found,1.000000000000e+03,0.0000%,1074.24,2135.69,35.1%,1445689,147
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_only_ys__seed4256.out,Optimal solution found,1.000000000000e+03,0.0000%,6.37,5.80,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_only_ys__seed8646.out,Optimal solution found,1.000000000000e+03,0.0000%,6.37,5.80,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_separate__seed3039.out,Optimal solution found,1.000000000000e+03,0.0000%,277.34,154.85,1.90%,107265,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_linear_x__seed3519.out,Optimal solution found,1.000000000000e+03,0.0000%,72.51,45.07,1.42%,92718,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_pure_linear_x_and_y__seed5763.out,Optimal solution found,1.000000000000e+03,0.0000%,1354.73,777.29,34.9%,2436970,166
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_linear_x__seed1605.out,Optimal solution found,1.000000000000e+03,0.0000%,125.18,63.76,0.44%,104118,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_mixed__seed6754.out,Optimal solution found,1.000000000000e+03,0.0000%,7.73,6.22,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_pure_linear_only_x__seed9979.out,Optimal solution found,1.000000000000e+03,0.0000%,265.77,130.83,35.1%,144194,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_linear_y__seed7521.out,Optimal solution found,1.000000000000e+03,0.0000%,159.68,91.70,0.44%,117005,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_only_ys__seed7100.out,Optimal solution found,1.000000000000e+03,0.0000%,6.37,5.72,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__numerous_vars_few_perms_linear_y__seed9297.out,Optimal solution found,1.000000000000e+03,0.0000%,8.56,6.97,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_pure_linear_x_and_y__seed1100.out,Optimal solution found,1.000000000000e+03,0.0000%,284.98,138.49,34.8%,120169,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_pure_linear_only_x__seed1706.out,Optimal solution found,1.000000000000e+03,0.0000%,287.99,144.91,35.1%,95402,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_separate__seed4629.out,Optimal solution found,1.000000000000e+03,0.0000%,7.63,6.22,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_only_xs__seed3110.out,Optimal solution found,1.000000000000e+03,0.0000%,7.51,6.10,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_pure_linear_only_x__seed8580.out,Optimal solution found,1.000000000000e+03,0.0000%,293.67,144.30,35.1%,111617,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_linear_x__seed6989.out,Optimal solution found,1.000000000000e+03,0.0000%,222.99,116.74,0.54%,105376,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_pure_linear_only_x__seed8530.out,Optimal solution found,1.000000000000e+03,0.0000%,251.72,134.63,35.1%,115360,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_separate__seed5511.out,Optimal solution found,1.000000000000e+03,0.0000%,301.01,165.45,2.00%,107574,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_linear_x__seed4397.out,Optimal solution found,1.000000000000e+03,0.0000%,126.82,76.44,0.73%,103550,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_linear_y__seed8931.out,Optimal solution found,1.000000000000e+03,0.0000%,7.82,6.36,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__thousand_vars_few_perms_pure_linear_x_and_y__seed2049.out,,,0.0999%,1800.18,1163.86,33.3%,3963079,1667
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_only_ys__seed9096.out,Optimal solution found,1.000000000000e+03,0.0000%,7.72,6.41,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_pure_linear_only_x__seed8879.out,Optimal solution found,1.000000000000e+03,0.0000%,1358.51,797.31,35.1%,4410933,1061
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_pure_linear_x_and_y__seed9709.out,Optimal solution found,1.000000000000e+03,0.0000%,914.04,462.04,35.0%,484883,750
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_pure_linear_only_y__seed3965.out,Optimal solution found,1.000000000000e+03,0.0000%,258.54,131.92,35.1%,112187,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_linear_x__seed1874.out,Optimal solution found,1.000000000000e+03,0.0000%,112.30,68.03,0.73%,105020,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_separate__seed2333.out,Optimal solution found,1.000000000000e+03,0.0000%,7.61,6.39,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__many_vars_few_perms_pure_linear_only_y__seed1853.out,Optimal solution found,1.000000000000e+03,0.0000%,1156.54,659.12,33.0%,3906883,1087
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_many_perms_pure_linear_only_x__seed7011.out,Optimal solution found,1.000000000000e+03,0.0000%,193.12,104.09,35.1%,125427,1
hardness_halfcap_sorted_n2000_B100_classes5_seed2042__few_vars_few_perms_only_ys__seed3160.out,Optimal solution found,1.000000000000e+03,0.0000%,6.37,5.75,0.00%,0,1
