filename,status,objective,gap,work_units,runtime_seconds,initial_gap,simplex_iters,nodes
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_separate__seed6407.out,Optimal solution found,5.120000000000e+02,0.0000%,46.15,27.57,0.42%,52608,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_linear_x__seed5417.out,Optimal solution found,5.120000000000e+02,0.0000%,51.41,34.09,6.60%,52910,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_only_x__seed7245.out,Optimal solution found,5.120000000000e+02,0.0000%,4.32,3.19,0.00%,34614,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_mixed__seed6189.out,Optimal solution found,5.120000000000e+02,0.0000%,2.67,2.38,0.00%,30792,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_separate__seed9523.out,Optimal solution found,5.120000000000e+02,0.0000%,93.05,55.84,2.51%,54582,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_separate__seed1143.out,Optimal solution found,5.120000000000e+02,0.0000%,35.10,22.03,2.88%,52024,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_linear_y__seed9932.out,Optimal solution found,5.120000000000e+02,0.0000%,121.34,66.80,0.81%,393714,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_pure_linear_only_x__seed3421.out,Optimal solution found,5.120000000000e+02,0.0000%,244.47,134.78,35.6%,604703,892
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_pure_linear_only_x__seed6406.out,Optimal solution found,5.120000000000e+02,0.0000%,177.10,103.25,35.8%,504042,677
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_separate__seed8588.out,Optimal solution found,5.120000000000e+02,0.0000%,91.08,55.51,2.32%,52616,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_pure_linear_x_and_y__seed4843.out,Optimal solution found,5.120000000000e+02,0.0000%,156.04,79.16,35.0%,496437,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_pure_linear_only_y__seed1368.out,Optimal solution found,5.120000000000e+02,0.0000%,143.65,77.75,32.4%,616406,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_pure_linear_only_y__seed1042.out,Optimal solution found,5.120000000000e+02,0.0000%,243.86,131.43,35.4%,1933880,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_only_x__seed4906.out,Optimal solution found,5.120000000000e+02,0.0000%,180.10,103.59,2.13%,414442,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_linear_x__seed1794.out,Optimal solution found,5.120000000000e+02,0.0000%,35.00,19.47,0.61%,43059,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_separate__seed7367.out,Optimal solution found,5.120000000000e+02,0.0000%,42.26,23.84,0.23%,43216,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_separate__seed9899.out,Optimal solution found,5.120000000000e+02,0.0000%,3.38,2.70,0.00%,34238,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_mixed__seed1784.out,Optimal solution found,5.120000000000e+02,0.0000%,3.03,2.67,0.00%,31193,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_mixed__seed9990.out,Optimal solution found,5.120000000000e+02,0.0000%,4.35,3.17,0.00%,30085,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_only_y__seed2735.out,Optimal solution found,5.120000000000e+02,0.0000%,4.25,3.32,0.00%,33819,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_mixed__seed4373.out,Optimal solution found,5.120000000000e+02,0.0000%,3.30,2.77,0.00%,37023,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_pure_linear_only_x__seed2137.out,Optimal solution found,5.120000000000e+02,0.0000%,281.72,149.52,35.7%,934947,249
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_pure_linear_only_x__seed9870.out,Optimal solution found,5.120000000000e+02,0.0000%,188.16,109.69,35.6%,526856,401
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_mixed__seed6380.out,Optimal solution found,5.120000000000e+02,0.0000%,47.73,31.22,2.51%,39859,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_pure_linear_only_x__seed5248.out,Optimal solution found,5.120000000000e+02,0.0000%,169.01,89.17,35.6%,587169,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_linear_x__seed9229.out,Optimal solution found,5.120000000000e+02,0.0000%,3.61,2.99,0.00%,29271,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_pure_linear_only_x__seed5496.out,Optimal solution found,5.120000000000e+02,0.0000%,238.23,135.77,35.5%,486615,733
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_mixed__seed9833.out,Optimal solution found,5.120000000000e+02,0.0000%,5.27,3.46,0.00%,29951,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_pure_linear_only_y__seed4745.out,Optimal solution found,5.120000000000e+02,0.0000%,451.34,246.07,32.9%,4059749,2932
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_pure_linear_x_and_y__seed7030.out,Optimal solution found,5.120000000000e+02,0.0000%,169.98,83.05,34.9%,334967,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_linear_x__seed6899.out,Optimal solution found,5.120000000000e+02,0.0000%,16.80,11.44,0.23%,38058,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_pure_linear_only_y__seed6000.out,Optimal solution found,5.120000000000e+02,0.0000%,134.63,77.54,32.5%,522213,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_only_y__seed7782.out,Optimal solution found,5.120000000000e+02,0.0000%,5.18,3.53,0.00%,36060,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_separate__seed4004.out,Optimal solution found,5.120000000000e+02,0.0000%,3.44,2.94,0.00%,34155,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_linear_x__seed3662.out,Optimal solution found,5.120000000000e+02,0.0000%,170.45,97.92,2.69%,396604,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_only_x__seed5157.out,Optimal solution found,5.120000000000e+02,0.0000%,4.19,3.16,0.00%,31454,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_mixed__seed8569.out,Optimal solution found,5.120000000000e+02,0.0000%,173.61,104.88,1.76%,507102,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_pure_linear_only_x__seed8979.out,Optimal solution found,5.120000000000e+02,0.0000%,419.98,219.85,35.5%,2883517,3090
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_separate__seed3817.out,Optimal solution found,5.120000000000e+02,0.0000%,5.49,3.55,0.00%,29298,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_mixed__seed2273.out,Optimal solution found,5.120000000000e+02,0.0000%,45.32,26.76,0.42%,52499,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_pure_linear_only_y__seed6966.out,Optimal solution found,5.120000000000e+02,0.0000%,421.93,222.40,33.3%,3208832,2334
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_only_y__seed9587.out,Optimal solution found,5.120000000000e+02,0.0000%,4.14,3.06,0.00%,39817,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_linear_x__seed1017.out,Optimal solution found,5.120000000000e+02,0.0000%,38.87,25.02,1.19%,52668,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_linear_x__seed2293.out,Optimal solution found,5.120000000000e+02,0.0000%,54.50,31.60,1.00%,46989,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_only_x__seed9589.out,Optimal solution found,5.120000000000e+02,0.0000%,42.67,25.61,0.42%,42702,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_mixed__seed9208.out,Optimal solution found,5.120000000000e+02,0.0000%,7.14,4.23,0.00%,25011,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_mixed__seed1971.out,Optimal solution found,5.120000000000e+02,0.0000%,2.89,2.63,0.00%,40281,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_only_x__seed2147.out,Optimal solution found,5.120000000000e+02,0.0000%,5.46,3.49,0.00%,32210,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_separate__seed6221.out,Optimal solution found,5.120000000000e+02,0.0000%,3.03,2.66,0.00%,37078,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_pure_linear_x_and_y__seed2658.out,Optimal solution found,5.120000000000e+02,0.0000%,160.98,91.92,34.0%,471026,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_only_y__seed4494.out,Optimal solution found,5.120000000000e+02,0.0000%,49.72,31.70,1.19%,59485,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_only_x__seed5892.out,Optimal solution found,5.120000000000e+02,0.0000%,6.78,4.18,0.00%,26617,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_separate__seed6420.out,Optimal solution found,5.120000000000e+02,0.0000%,31.31,20.53,0.61%,49748,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_linear_x__seed5305.out,Optimal solution found,5.120000000000e+02,0.0000%,47.58,29.78,1.00%,51728,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_linear_x__seed5342.out,Optimal solution found,5.120000000000e+02,0.0000%,90.05,53.50,8.60%,65998,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_pure_linear_only_x__seed4803.out,Optimal solution found,5.120000000000e+02,0.0000%,213.99,117.18,35.8%,438537,471
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_pure_linear_only_x__seed4517.out,Optimal solution found,5.120000000000e+02,0.0000%,93.80,51.29,35.6%,42668,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_pure_linear_only_x__seed9443.out,Optimal solution found,5.120000000000e+02,0.0000%,143.90,72.95,35.6%,682730,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_pure_linear_x_and_y__seed6478.out,Optimal solution found,5.120000000000e+02,0.0000%,295.64,159.57,35.7%,233795,1545
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_only_x__seed7409.out,Optimal solution found,5.120000000000e+02,0.0000%,2.96,2.12,0.00%,0,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_mixed__seed3593.out,Optimal solution found,5.120000000000e+02,0.0000%,3.36,2.90,0.00%,35187,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_only_y__seed9012.out,Optimal solution found,5.120000000000e+02,0.0000%,62.42,34.85,0.81%,49513,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_separate__seed8168.out,Optimal solution found,5.120000000000e+02,0.0000%,2.52,2.39,0.00%,34403,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_only_y__seed4318.out,Optimal solution found,5.120000000000e+02,0.0000%,4.70,3.39,0.00%,44560,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_pure_linear_only_x__seed5580.out,Optimal solution found,5.120000000000e+02,0.0000%,76.99,41.50,35.6%,39966,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_mixed__seed9316.out,Optimal solution found,5.120000000000e+02,0.0000%,25.15,16.69,1.19%,37096,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_pure_linear_only_x__seed7068.out,Optimal solution found,5.120000000000e+02,0.0000%,218.67,116.79,35.6%,625404,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_only_y__seed5789.out,Optimal solution found,5.120000000000e+02,0.0000%,3.05,2.56,0.00%,43819,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_only_y__seed3515.out,Optimal solution found,5.120000000000e+02,0.0000%,7.94,4.63,0.00%,33918,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_only_y__seed9928.out,Optimal solution found,5.120000000000e+02,0.0000%,4.24,3.12,0.00%,34681,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_linear_x__seed8671.out,Optimal solution found,5.120000000000e+02,0.0000%,150.80,90.83,2.13%,438469,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_pure_linear_only_x__seed6609.out,Optimal solution found,5.120000000000e+02,0.0000%,358.84,193.34,35.7%,682331,2662
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_linear_y__seed9575.out,Optimal solution found,5.120000000000e+02,0.0000%,70.56,43.42,4.86%,71011,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_linear_y__seed8189.out,Optimal solution found,5.120000000000e+02,0.0000%,219.16,119.70,1.19%,682810,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_linear_y__seed3976.out,Optimal solution found,5.120000000000e+02,0.0000%,36.83,24.22,1.19%,46711,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_pure_linear_x_and_y__seed8331.out,Optimal solution found,5.120000000000e+02,0.0000%,295.88,165.92,35.0%,601224,1760
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_pure_linear_only_x__seed8763.out,Optimal solution found,5.120000000000e+02,0.0000%,157.59,76.87,35.6%,555704,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_linear_x__seed5433.out,Optimal solution found,5.120000000000e+02,0.0000%,140.18,83.41,7.61%,568843,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_linear_x__seed4710.out,Optimal solution found,5.120000000000e+02,0.0000%,114.30,72.96,6.94%,464471,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_only_x__seed8185.out,Optimal solution found,5.120000000000e+02,0.0000%,6.35,3.87,0.00%,21870,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_only_x__seed5143.out,Optimal solution found,5.120000000000e+02,0.0000%,4.57,3.19,0.00%,28911,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_only_y__seed2622.out,Optimal solution found,5.120000000000e+02,0.0000%,44.22,26.76,0.42%,48466,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_only_x__seed7798.out,Optimal solution found,5.120000000000e+02,0.0000%,3.47,2.81,0.00%,37381,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_mixed__seed1588.out,Optimal solution found,5.120000000000e+02,0.0000%,7.03,4.25,0.00%,25718,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_pure_linear_only_x__seed4544.out,Optimal solution found,5.120000000000e+02,0.0000%,241.74,133.20,35.6%,348391,460
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_linear_x__seed1278.out,Optimal solution found,5.120000000000e+02,0.0000%,86.09,51.19,3.79%,403319,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_mixed__seed4609.out,Optimal solution found,5.120000000000e+02,0.0000%,2.40,2.35,0.00%,27485,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_pure_linear_only_x__seed2968.out,Optimal solution found,5.120000000000e+02,0.0000%,244.44,126.09,35.6%,814389,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_linear_x__seed4800.out,Optimal solution found,5.120000000000e+02,0.0000%,62.02,36.12,1.00%,41732,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_pure_linear_only_y__seed6601.out,Optimal solution found,5.120000000000e+02,0.0000%,488.44,270.65,23.4%,6366591,4331
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_only_y__seed5350.out,Optimal solution found,5.120000000000e+02,0.0000%,3.60,2.90,0.00%,35031,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_linear_y__seed9606.out,Optimal solution found,5.120000000000e+02,0.0000%,96.59,53.45,3.43%,73261,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_separate__seed1560.out,Optimal solution found,5.120000000000e+02,0.0000%,6.38,3.95,0.00%,33350,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_pure_linear_x_and_y__seed5092.out,Optimal solution found,5.120000000000e+02,0.0000%,250.50,138.70,34.5%,697253,793
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_pure_linear_x_and_y__seed1233.out,Optimal solution found,5.120000000000e+02,0.0000%,611.02,344.21,31.7%,3672430,2131
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_mixed__seed6713.out,Optimal solution found,5.120000000000e+02,0.0000%,4.03,3.04,0.00%,34496,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_pure_linear_x_and_y__seed7211.out,Optimal solution found,5.120000000000e+02,0.0000%,197.84,110.74,33.6%,942783,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_only_x__seed6472.out,Optimal solution found,5.120000000000e+02,0.0000%,3.21,2.69,0.00%,28649,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_pure_linear_x_and_y__seed1960.out,Optimal solution found,5.120000000000e+02,0.0000%,178.70,99.08,34.4%,302195,195
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_pure_linear_only_y__seed4250.out,Optimal solution found,5.120000000000e+02,0.0000%,237.26,123.26,35.0%,740426,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_only_y__seed7280.out,Optimal solution found,5.120000000000e+02,0.0000%,7.49,4.57,0.00%,31372,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_only_x__seed9506.out,Optimal solution found,5.120000000000e+02,0.0000%,3.44,2.75,0.00%,33167,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_linear_x__seed4517.out,Optimal solution found,5.120000000000e+02,0.0000%,217.69,130.65,3.79%,132792,35
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_linear_x__seed8197.out,Optimal solution found,5.120000000000e+02,0.0000%,43.54,25.52,1.19%,45647,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_only_x__seed8066.out,Optimal solution found,5.120000000000e+02,0.0000%,178.26,97.14,1.38%,282177,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_pure_linear_x_and_y__seed2991.out,Optimal solution found,5.120000000000e+02,0.0000%,279.10,146.87,35.5%,526466,135
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_pure_linear_only_x__seed3616.out,Optimal solution found,5.120000000000e+02,0.0000%,231.36,130.15,35.7%,572829,405
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_separate__seed5698.out,Optimal solution found,5.120000000000e+02,0.0000%,3.20,2.67,0.00%,36211,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_only_y__seed6290.out,Optimal solution found,5.120000000000e+02,0.0000%,5.63,3.85,0.00%,42132,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_mixed__seed5890.out,Optimal solution found,5.120000000000e+02,0.0000%,4.75,3.23,0.00%,30520,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_pure_linear_x_and_y__seed1730.out,Optimal solution found,5.120000000000e+02,0.0000%,132.72,77.24,35.5%,449835,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_linear_y__seed7819.out,Optimal solution found,5.120000000000e+02,0.0000%,84.77,48.27,1.38%,42500,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_separate__seed2518.out,Optimal solution found,5.120000000000e+02,0.0000%,5.31,3.60,0.00%,33589,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_mixed__seed5258.out,Optimal solution found,5.120000000000e+02,0.0000%,6.21,3.81,0.00%,35381,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_pure_linear_only_x__seed2509.out,Optimal solution found,5.120000000000e+02,0.0000%,226.42,127.93,35.5%,266860,750
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_only_x__seed9024.out,Optimal solution found,5.120000000000e+02,0.0000%,46.65,29.94,1.76%,42614,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_pure_linear_x_and_y__seed1378.out,Optimal solution found,5.120000000000e+02,0.0000%,119.83,66.03,30.4%,478193,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_separate__seed5088.out,Optimal solution found,5.120000000000e+02,0.0000%,3.82,2.89,0.00%,37880,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_linear_y__seed6913.out,Optimal solution found,5.120000000000e+02,0.0000%,165.28,94.17,3.61%,488741,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_only_y__seed5623.out,Optimal solution found,5.120000000000e+02,0.0000%,6.32,3.89,0.00%,35617,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_linear_y__seed3843.out,Optimal solution found,5.120000000000e+02,0.0000%,99.18,56.35,4.51%,421716,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_separate__seed9514.out,Optimal solution found,5.120000000000e+02,0.0000%,4.13,3.21,0.00%,31763,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_only_y__seed7832.out,Optimal solution found,5.120000000000e+02,0.0000%,42.74,28.50,1.19%,47830,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_pure_linear_only_y__seed2498.out,Optimal solution found,5.120000000000e+02,0.0000%,485.12,273.46,33.2%,5324484,3509
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_only_x__seed6052.out,Optimal solution found,5.120000000000e+02,0.0000%,3.40,2.73,0.00%,33556,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_pure_linear_only_y__seed9312.out,Optimal solution found,5.120000000000e+02,0.0000%,222.49,109.59,32.7%,839330,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_linear_x__seed5382.out,Optimal solution found,5.120000000000e+02,0.0000%,98.66,53.82,0.61%,47907,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_linear_x__seed3002.out,Optimal solution found,5.120000000000e+02,0.0000%,39.70,24.78,0.61%,49432,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_separate__seed5893.out,Optimal solution found,5.120000000000e+02,0.0000%,4.71,3.40,0.00%,31050,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_only_x__seed5186.out,Optimal solution found,5.120000000000e+02,0.0000%,39.24,23.09,0.42%,50515,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_linear_y__seed6906.out,Optimal solution found,5.120000000000e+02,0.0000%,182.03,99.25,3.06%,665624,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_separate__seed2291.out,Optimal solution found,5.120000000000e+02,0.0000%,121.48,69.23,3.79%,53458,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_separate__seed8937.out,Optimal solution found,5.120000000000e+02,0.0000%,64.88,36.77,0.42%,51694,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_separate__seed5515.out,Optimal solution found,5.120000000000e+02,0.0000%,141.02,84.32,3.79%,343254,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_linear_y__seed5930.out,Optimal solution found,5.120000000000e+02,0.0000%,142.99,76.74,1.38%,348781,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_only_x__seed3547.out,Optimal solution found,5.120000000000e+02,0.0000%,141.12,77.70,1.95%,274069,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_mixed__seed8175.out,Optimal solution found,5.120000000000e+02,0.0000%,6.72,4.31,0.00%,34364,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_pure_linear_x_and_y__seed9018.out,Optimal solution found,5.120000000000e+02,0.0000%,286.41,154.40,32.7%,1746750,1479
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_linear_x__seed6204.out,Optimal solution found,5.120000000000e+02,0.0000%,153.50,98.15,9.25%,405342,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_only_y__seed4352.out,Optimal solution found,5.120000000000e+02,0.0000%,76.59,44.45,2.13%,42476,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_mixed__seed8203.out,Optimal solution found,5.120000000000e+02,0.0000%,5.68,3.66,0.00%,34681,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_pure_linear_only_x__seed3672.out,Optimal solution found,5.120000000000e+02,0.0000%,163.64,91.45,35.6%,470478,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_only_y__seed3618.out,Optimal solution found,5.120000000000e+02,0.0000%,43.75,27.67,0.81%,46684,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_pure_linear_x_and_y__seed4896.out,Optimal solution found,5.120000000000e+02,0.0000%,182.56,98.65,34.6%,405379,421
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_pure_linear_only_x__seed8929.out,Optimal solution found,5.120000000000e+02,0.0000%,208.40,114.26,35.6%,524139,658
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_pure_linear_only_x__seed5656.out,Optimal solution found,5.120000000000e+02,0.0000%,84.20,41.38,35.6%,43791,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_linear_y__seed6608.out,Optimal solution found,5.120000000000e+02,0.0000%,31.58,19.05,0.23%,41157,1
