filename,status,objective,gap,work_units,runtime_seconds,initial_gap,simplex_iters,nodes
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_pure_linear_only_y__seed7143.out,Optimal solution found,5.120000000000e+02,0.0000%,260.71,141.72,13.8%,1138616,1352
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_linear_x__seed7915.out,Optimal solution found,5.120000000000e+02,0.0000%,152.08,78.47,0.81%,514888,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_linear_y__seed9063.out,Optimal solution found,5.120000000000e+02,0.0000%,29.97,17.34,0.42%,45583,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_only_x__seed8385.out,Optimal solution found,5.120000000000e+02,0.0000%,6.85,4.35,0.00%,34269,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_mixed__seed3499.out,Optimal solution found,5.120000000000e+02,0.0000%,4.84,3.25,0.00%,30177,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_linear_y__seed2737.out,Optimal solution found,5.120000000000e+02,0.0000%,96.60,60.60,3.97%,70816,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_pure_linear_only_y__seed7424.out,Optimal solution found,5.120000000000e+02,0.0000%,246.39,140.35,33.5%,862408,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_pure_linear_only_x__seed1098.out,Optimal solution found,5.120000000000e+02,0.0000%,354.32,199.81,35.5%,2129474,1327
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_separate__seed9454.out,Optimal solution found,5.120000000000e+02,0.0000%,7.10,4.67,0.00%,32675,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_separate__seed9399.out,Optimal solution found,5.120000000000e+02,0.0000%,4.47,3.19,0.00%,31783,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_mixed__seed7190.out,Optimal solution found,5.120000000000e+02,0.0000%,92.01,49.68,0.23%,45581,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_pure_linear_x_and_y__seed2464.out,Optimal solution found,5.120000000000e+02,0.0000%,234.58,121.41,35.5%,785949,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_pure_linear_x_and_y__seed7291.out,Optimal solution found,5.120000000000e+02,0.0000%,168.83,84.77,35.6%,628562,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_pure_linear_x_and_y__seed7813.out,Optimal solution found,5.120000000000e+02,0.0000%,267.94,151.01,34.1%,544683,904
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_pure_linear_x_and_y__seed1743.out,Optimal solution found,5.120000000000e+02,0.0000%,1244.94,703.50,35.6%,1218546,25
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_linear_y__seed2899.out,Optimal solution found,5.120000000000e+02,0.0000%,142.16,83.64,2.88%,410864,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_pure_linear_only_y__seed5128.out,Optimal solution found,5.120000000000e+02,0.0000%,181.61,99.57,35.1%,850654,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_pure_linear_only_x__seed9437.out,Optimal solution found,5.120000000000e+02,0.0000%,313.84,171.76,35.6%,548053,1025
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_pure_linear_only_x__seed4915.out,Optimal solution found,5.120000000000e+02,0.0000%,227.07,132.06,35.7%,624400,814
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_separate__seed7207.out,Optimal solution found,5.120000000000e+02,0.0000%,229.51,123.50,3.43%,492469,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_mixed__seed5425.out,Optimal solution found,5.120000000000e+02,0.0000%,6.62,4.20,0.00%,28710,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_only_y__seed8556.out,Optimal solution found,5.120000000000e+02,0.0000%,39.22,25.90,2.32%,52930,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_only_y__seed4344.out,Optimal solution found,5.120000000000e+02,0.0000%,46.35,28.84,1.57%,61113,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_mixed__seed1864.out,Optimal solution found,5.120000000000e+02,0.0000%,3.43,2.88,0.00%,43101,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_pure_linear_x_and_y__seed5273.out,Optimal solution found,5.120000000000e+02,0.0000%,116.95,66.56,35.0%,463017,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_pure_linear_only_x__seed3191.out,Optimal solution found,5.120000000000e+02,0.0000%,97.47,52.74,35.6%,389300,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_linear_x__seed1780.out,Optimal solution found,5.120000000000e+02,0.0000%,110.71,65.52,3.43%,487514,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_pure_linear_only_y__seed8109.out,Optimal solution found,5.120000000000e+02,0.0000%,183.88,99.61,33.2%,244822,383
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_only_x__seed3855.out,Optimal solution found,5.120000000000e+02,0.0000%,4.89,3.33,0.00%,27451,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_pure_linear_only_x__seed9123.out,Optimal solution found,5.120000000000e+02,0.0000%,291.50,164.97,35.6%,573508,524
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_linear_y__seed6431.out,Optimal solution found,5.120000000000e+02,0.0000%,62.90,36.87,0.61%,37699,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_mixed__seed9970.out,Optimal solution found,5.120000000000e+02,0.0000%,89.32,50.69,0.61%,290882,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_only_x__seed5252.out,Optimal solution found,5.120000000000e+02,0.0000%,3.01,2.66,0.00%,29838,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066.out,Optimal solution found,5.120000000000e+02,0.0000%,214.18,115.17,35.6%,888309,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_only_y__seed8951.out,Optimal solution found,5.120000000000e+02,0.0000%,48.15,29.17,1.57%,52167,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_only_x__seed4415.out,Optimal solution found,5.120000000000e+02,0.0000%,33.06,18.18,0.23%,38767,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_pure_linear_only_x__seed1499.out,Optimal solution found,5.120000000000e+02,0.0000%,154.35,87.32,35.6%,526421,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_mixed__seed5987.out,Optimal solution found,5.120000000000e+02,0.0000%,4.79,3.31,0.00%,30577,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_linear_y__seed4353.out,Optimal solution found,5.120000000000e+02,0.0000%,117.62,62.11,0.61%,417101,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_linear_y__seed9409.out,Optimal solution found,5.120000000000e+02,0.0000%,49.90,28.91,0.61%,42357,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_only_x__seed5202.out,Optimal solution found,5.120000000000e+02,0.0000%,4.55,3.32,0.00%,33833,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_pure_linear_only_y__seed7350.out,Optimal solution found,5.120000000000e+02,0.0000%,281.01,159.81,32.5%,1564319,1110
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_linear_y__seed2296.out,Optimal solution found,5.120000000000e+02,0.0000%,335.30,198.48,3.24%,879044,300
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_linear_y__seed6020.out,Optimal solution found,5.120000000000e+02,0.0000%,101.71,56.69,0.81%,479922,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_mixed__seed9734.out,Optimal solution found,5.120000000000e+02,0.0000%,5.19,3.52,0.00%,27724,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_pure_linear_only_y__seed9208.out,Optimal solution found,5.120000000000e+02,0.0000%,89.20,54.91,15.3%,82163,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_only_x__seed3230.out,Optimal solution found,5.120000000000e+02,0.0000%,3.91,3.02,0.00%,29820,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_linear_x__seed6229.out,Optimal solution found,5.120000000000e+02,0.0000%,194.34,107.13,8.76%,416874,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_pure_linear_x_and_y__seed2789.out,Optimal solution found,5.120000000000e+02,0.0000%,149.08,86.04,34.0%,588141,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_only_y__seed1336.out,Optimal solution found,5.120000000000e+02,0.0000%,6.45,3.99,0.00%,29767,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_mixed__seed2807.out,Optimal solution found,5.120000000000e+02,0.0000%,5.54,3.62,0.00%,30496,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_linear_y__seed2827.out,Optimal solution found,5.120000000000e+02,0.0000%,123.86,70.17,1.38%,44881,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_pure_linear_only_y__seed5576.out,Optimal solution found,5.120000000000e+02,0.0000%,239.71,128.68,32.0%,1256194,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_linear_x__seed3972.out,Optimal solution found,5.120000000000e+02,0.0000%,214.68,119.56,8.93%,1344671,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_linear_y__seed5854.out,Optimal solution found,5.120000000000e+02,0.0000%,103.10,57.70,3.43%,43481,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__numerous_vars_few_perms_pure_linear_only_x__seed2392.out,Optimal solution found,5.120000000000e+02,0.0000%,186.63,109.74,35.7%,476971,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_linear_x__seed4766.out,Optimal solution found,5.120000000000e+02,0.0000%,46.79,25.03,0.23%,39122,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_pure_linear_only_x__seed3861.out,Optimal solution found,5.120000000000e+02,0.0000%,293.51,153.27,35.6%,595443,1190
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_linear_x__seed8410.out,Optimal solution found,5.120000000000e+02,0.0000%,63.50,36.04,0.42%,51037,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_pure_linear_only_y__seed4033.out,Optimal solution found,5.120000000000e+02,0.0000%,224.62,115.17,35.5%,726154,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_linear_y__seed1617.out,Optimal solution found,5.120000000000e+02,0.0000%,166.71,86.61,3.24%,371797,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_linear_x__seed1802.out,Optimal solution found,5.120000000000e+02,0.0000%,86.67,53.32,3.24%,51086,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__many_vars_few_perms_mixed__seed4318.out,Optimal solution found,5.120000000000e+02,0.0000%,3.83,2.92,0.00%,33076,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_only_y__seed2004.out,Optimal solution found,5.120000000000e+02,0.0000%,6.70,4.18,0.00%,27627,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_pure_linear_only_y__seed8443.out,Optimal solution found,5.120000000000e+02,0.0000%,205.18,115.86,32.3%,485884,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_separate__seed2510.out,Optimal solution found,5.120000000000e+02,0.0000%,4.22,3.20,0.00%,43181,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_linear_y__seed5218.out,Optimal solution found,5.120000000000e+02,0.0000%,41.93,25.97,1.19%,42583,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_few_perms_separate__seed2587.out,Optimal solution found,5.120000000000e+02,0.0000%,5.39,3.60,0.00%,33972,1
hardness_halfcap_sorted_n1024_B100_classes7_seed1066__few_vars_many_perms_linear_x__seed8068.out,Optimal solution found,5.120000000000e+02,0.0000%,62.27,38.96,0.81%,46286,1
